network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
217.0,Norwegian_Board_of_Directors_net1mode_2008-08-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,833.0,2632.0
218.0,Norwegian_Board_of_Directors_net1mode_2008-09-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,837.0,2632.0
219.0,Norwegian_Board_of_Directors_net1mode_2008-10-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,851.0,2664.0
220.0,Norwegian_Board_of_Directors_net1mode_2008-11-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,842.0,2629.0
221.0,Norwegian_Board_of_Directors_net1mode_2008-12-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,839.0,2615.0
222.0,Norwegian_Board_of_Directors_net1mode_2009-01-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,822.0,2555.0
223.0,Norwegian_Board_of_Directors_net1mode_2009-02-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,827.0,2556.0
224.0,Norwegian_Board_of_Directors_net1mode_2009-03-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,834.0,2591.0
225.0,Norwegian_Board_of_Directors_net1mode_2009-04-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,809.0,2512.0
226.0,Norwegian_Board_of_Directors_net1mode_2009-05-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,809.0,2506.0
227.0,Norwegian_Board_of_Directors_net1mode_2009-06-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,802.0,2469.0
